Checklist	ERC000011	ENA default sample checklist				
tax_id	scientific_name	sample_alias	sample_title	sample_description	collection date	geographic location (country and/or sea)
1861841	feces metagenome	Ketogenic_L_6_7-677_M4_11_7_2019_S139_L003	Ketogenic_L_6_7-677_M4_11_7_2019_S139_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Ketogenic_L_6_7-677_M6_1_6_2020_S187_L003	Ketogenic_L_6_7-677_M6_1_6_2020_S187_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Ketogenic_L_7_2-621_M4_11_7_2019_S142_L003	Ketogenic_L_7_2-621_M4_11_7_2019_S142_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Ketogenic_L_7_2-622_M4_11_7_2019_S143_L003	Ketogenic_L_7_2-622_M4_11_7_2019_S143_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Ketogenic_L_7_2-622_M6_1_6_2020_S190_L003	Ketogenic_L_7_2-622_M6_1_6_2020_S190_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_1_1_M1_7_30_2019_S457_L001	Lard_1_1_M1_7_30_2019_S457_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_1_1_M4R5_4_3_2020_S228_L002	Lard_1_1_M4R5_4_3_2020_S228_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_1_1_M4R7_5_22_2020_S78_L003	Lard_1_1_M4R7_5_22_2020_S78_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_1_2_M1_7_30_2019_S458_L001	Lard_1_2_M1_7_30_2019_S458_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_1_2_M4_10_15_2019_S92_L003	Lard_1_2_M4_10_15_2019_S92_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_1_2_M6_12_16_2019_S356_L004	Lard_1_2_M6_12_16_2019_S356_L004 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_1_2_M9R0_4_3_2020_S229_L002	Lard_1_2_M9R0_4_3_2020_S229_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_1_2_M9R2_5_22_2020_S79_L003	Lard_1_2_M9R2_5_22_2020_S79_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_1_2_M9_3_18_2020_S450_L001	Lard_1_2_M9_3_18_2020_S450_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_1_3_D0_6_18_19_S381_L001	Lard_1_3_D0_6_18_19_S381_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_1_3_M1_7_30_2019_S459_L001	Lard_1_3_M1_7_30_2019_S459_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_1_3_M4_10_15_2019_S93_L003	Lard_1_3_M4_10_15_2019_S93_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_1_3_M6_12_16_2019_S357_L004	Lard_1_3_M6_12_16_2019_S357_L004 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_1_3_M9_3_18_2020_S451_L001	Lard_1_3_M9_3_18_2020_S451_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_1_4_D0_6_18_19_S382_L001	Lard_1_4_D0_6_18_19_S382_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_1_4_M11_5_20_2020_S23_L003	Lard_1_4_M11_5_20_2020_S23_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_1_4_M1_7_30_2019_S460_L001	Lard_1_4_M1_7_30_2019_S460_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_1_4_M4_10_15_2019_S94_L003	Lard_1_4_M4_10_15_2019_S94_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_1_4_M6_12_16_2019_S358_L004	Lard_1_4_M6_12_16_2019_S358_L004 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_1_4_M9_3_18_2020_S452_L001	Lard_1_4_M9_3_18_2020_S452_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_1_5_M1_7_30_2019_S465_L001	Lard_1_5_M1_7_30_2019_S465_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_1_5_M4_10_15_2019_S95_L003	Lard_1_5_M4_10_15_2019_S95_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_1_5_M6_12_16_2019_S359_L004	Lard_1_5_M6_12_16_2019_S359_L004 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_1_5_M9R0_4_3_2020_S230_L002	Lard_1_5_M9R0_4_3_2020_S230_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_1_5_M9R2_5_22_2020_S80_L003	Lard_1_5_M9R2_5_22_2020_S80_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_1_5_M9_3_18_2020_S453_L001	Lard_1_5_M9_3_18_2020_S453_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_1_plus_2_R_1_M4R2_12_6_2019_S226_L002	Lard_1_plus_2_R_1_M4R2_12_6_2019_S226_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_1_plus_2_R_8_M4R2_12_6_2019_S269_L002	Lard_1_plus_2_R_8_M4R2_12_6_2019_S269_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_2_10_M1_7_30_2019_S470_L001	Lard_2_10_M1_7_30_2019_S470_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_2_10_M4_10_15_2019_S99_L003	Lard_2_10_M4_10_15_2019_S99_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_2_10_M6_12_16_2019_S363_L004	Lard_2_10_M6_12_16_2019_S363_L004 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_2_10_M9R0_4_3_2020_S232_L002	Lard_2_10_M9R0_4_3_2020_S232_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_2_10_M9R2_5_22_2020_S82_L003	Lard_2_10_M9R2_5_22_2020_S82_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_2_10_M9_3_18_2020_S457_L001	Lard_2_10_M9_3_18_2020_S457_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_2_6_D0_6_18_19_S383_L001	Lard_2_6_D0_6_18_19_S383_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_2_6_M1_7_30_2019_S466_L001	Lard_2_6_M1_7_30_2019_S466_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_2_6_M4_10_15_2019_S96_L003	Lard_2_6_M4_10_15_2019_S96_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_2_6_M6_12_16_2019_S360_L004	Lard_2_6_M6_12_16_2019_S360_L004 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_2_6_M9_3_18_2020_S454_L001	Lard_2_6_M9_3_18_2020_S454_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_2_7_D0_6_18_19_S384_L001	Lard_2_7_D0_6_18_19_S384_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_2_7_M11_5_20_2020_S24_L003	Lard_2_7_M11_5_20_2020_S24_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_2_7_M1_7_30_2019_S467_L001	Lard_2_7_M1_7_30_2019_S467_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_2_7_M4_10_15_2019_S97_L003	Lard_2_7_M4_10_15_2019_S97_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_2_7_M6_12_16_2019_S361_L004	Lard_2_7_M6_12_16_2019_S361_L004 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_2_7_M9_3_18_2020_S455_L001	Lard_2_7_M9_3_18_2020_S455_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_2_8_M1_7_30_2019_S468_L001	Lard_2_8_M1_7_30_2019_S468_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_2_8_M4R5_4_3_2020_S231_L002	Lard_2_8_M4R5_4_3_2020_S231_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_2_8_M4R7_5_22_2020_S81_L003	Lard_2_8_M4R7_5_22_2020_S81_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_2_9_M11_5_20_2020_S25_L003	Lard_2_9_M11_5_20_2020_S25_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_2_9_M1_7_30_2019_S469_L001	Lard_2_9_M1_7_30_2019_S469_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_2_9_M4_10_15_2019_S98_L003	Lard_2_9_M4_10_15_2019_S98_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_2_9_M6_12_16_2019_S362_L004	Lard_2_9_M6_12_16_2019_S362_L004 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_2_9_M9_3_18_2020_S456_L001	Lard_2_9_M9_3_18_2020_S456_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_3_1_D0_6_18_19_S385_L001	Lard_3_1_D0_6_18_19_S385_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_3_1_M11_5_20_2020_S26_L003	Lard_3_1_M11_5_20_2020_S26_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_3_1_M1_7_30_2019_S471_L001	Lard_3_1_M1_7_30_2019_S471_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_3_1_M4_10_15_2019_S100_L003	Lard_3_1_M4_10_15_2019_S100_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_3_1_M6_12_16_2019_S364_L004	Lard_3_1_M6_12_16_2019_S364_L004 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_3_1_M9_3_18_2020_S458_L001	Lard_3_1_M9_3_18_2020_S458_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_3_2_D0_6_18_19_S386_L001	Lard_3_2_D0_6_18_19_S386_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_3_2_M1_7_30_2019_S472_L001	Lard_3_2_M1_7_30_2019_S472_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_3_2_M4_10_15_2019_S101_L003	Lard_3_2_M4_10_15_2019_S101_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_3_2_M6_12_16_2019_S365_L004	Lard_3_2_M6_12_16_2019_S365_L004 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_3_2_M9_3_18_2020_S459_L001	Lard_3_2_M9_3_18_2020_S459_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_3_3_M1_7_30_2019_S473_L001	Lard_3_3_M1_7_30_2019_S473_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_3_3_M4_10_15_2019_S102_L003	Lard_3_3_M4_10_15_2019_S102_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_3_3_M6_12_16_2019_S366_L004	Lard_3_3_M6_12_16_2019_S366_L004 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_3_3_M9R0_4_3_2020_S233_L002	Lard_3_3_M9R0_4_3_2020_S233_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_3_3_M9R2_5_22_2020_S83_L003	Lard_3_3_M9R2_5_22_2020_S83_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_3_3_M9_3_18_2020_S460_L001	Lard_3_3_M9_3_18_2020_S460_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_3_4_M1_7_30_2019_S474_L001	Lard_3_4_M1_7_30_2019_S474_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_3_5_M1_7_30_2019_S475_L001	Lard_3_5_M1_7_30_2019_S475_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_3_5_M4R7_5_22_2020_S84_L003	Lard_3_5_M4R7_5_22_2020_S84_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_3_plus_4_R_4_M4R2_12_6_2019_S270_L002	Lard_3_plus_4_R_4_M4R2_12_6_2019_S270_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_3_plus_4_R_5_M4R2_12_6_2019_S229_L002	Lard_3_plus_4_R_5_M4R2_12_6_2019_S229_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_3_plus_4_R_6_M4R2_12_6_2019_S230_L002	Lard_3_plus_4_R_6_M4R2_12_6_2019_S230_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_4_10_M1_7_30_2019_S480_L001	Lard_4_10_M1_7_30_2019_S480_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_4_10_M4_10_15_2019_S106_L003	Lard_4_10_M4_10_15_2019_S106_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_4_10_M6_12_16_2019_S370_L004	Lard_4_10_M6_12_16_2019_S370_L004 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_4_10_M9R0_4_3_2020_S237_L002	Lard_4_10_M9R0_4_3_2020_S237_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_4_10_M9R2_5_22_2020_S87_L003	Lard_4_10_M9R2_5_22_2020_S87_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_4_10_M9_3_18_2020_S464_L001	Lard_4_10_M9_3_18_2020_S464_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_4_6_M1_7_30_2019_S476_L001	Lard_4_6_M1_7_30_2019_S476_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_4_6_M4R5_4_3_2020_S235_L002	Lard_4_6_M4R5_4_3_2020_S235_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_4_6_M4R7_5_22_2020_S85_L003	Lard_4_6_M4R7_5_22_2020_S85_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_4_7_M1_7_30_2019_S477_L001	Lard_4_7_M1_7_30_2019_S477_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_4_7_M4_10_15_2019_S103_L003	Lard_4_7_M4_10_15_2019_S103_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_4_7_M6_12_16_2019_S367_L004	Lard_4_7_M6_12_16_2019_S367_L004 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_4_7_M9R0_4_3_2020_S236_L002	Lard_4_7_M9R0_4_3_2020_S236_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_4_7_M9R2_5_22_2020_S86_L003	Lard_4_7_M9R2_5_22_2020_S86_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_4_7_M9_3_18_2020_S461_L001	Lard_4_7_M9_3_18_2020_S461_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_4_8_D0_6_18_19_S387_L001	Lard_4_8_D0_6_18_19_S387_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_4_8_M11_5_20_2020_S27_L003	Lard_4_8_M11_5_20_2020_S27_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_4_8_M1_7_30_2019_S478_L001	Lard_4_8_M1_7_30_2019_S478_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_4_8_M4_10_15_2019_S104_L003	Lard_4_8_M4_10_15_2019_S104_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_4_8_M6_12_16_2019_S368_L004	Lard_4_8_M6_12_16_2019_S368_L004 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_4_8_M9_3_18_2020_S462_L001	Lard_4_8_M9_3_18_2020_S462_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_4_9_D0_6_18_19_S388_L001	Lard_4_9_D0_6_18_19_S388_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_4_9_M11_5_20_2020_S28_L003	Lard_4_9_M11_5_20_2020_S28_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_4_9_M1_7_30_2019_S479_L001	Lard_4_9_M1_7_30_2019_S479_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_4_9_M4_10_15_2019_S105_L003	Lard_4_9_M4_10_15_2019_S105_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_4_9_M6_12_16_2019_S369_L004	Lard_4_9_M6_12_16_2019_S369_L004 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_4_9_M9_3_18_2020_S463_L001	Lard_4_9_M9_3_18_2020_S463_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_Diet_9_20_18_S42_L003	Lard_Diet_9_20_18_S42_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_L_1_10-1_M4_11_7_2019_S106_L003	Lard_L_1_10-1_M4_11_7_2019_S106_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_L_1_10-1_M6_1_6_2020_S154_L003	Lard_L_1_10-1_M6_1_6_2020_S154_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_L_1_10-2_M4_11_7_2019_S107_L003	Lard_L_1_10-2_M4_11_7_2019_S107_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_L_1_10-2_M6_1_6_2020_S155_L003	Lard_L_1_10-2_M6_1_6_2020_S155_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_L_1_10-3_M4_11_7_2019_S108_L003	Lard_L_1_10-3_M4_11_7_2019_S108_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_L_1_10-3_M6_1_6_2020_S156_L003	Lard_L_1_10-3_M6_1_6_2020_S156_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_L_2_7-657_M4_11_7_2019_S103_L003	Lard_L_2_7-657_M4_11_7_2019_S103_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_L_2_7-657_M6_1_6_2020_S151_L003	Lard_L_2_7-657_M6_1_6_2020_S151_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_L_2_7-658_M4_11_7_2019_S104_L003	Lard_L_2_7-658_M4_11_7_2019_S104_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Lard_L_2_7-658_M6_1_6_2020_S152_L003	Lard_L_2_7-658_M6_1_6_2020_S152_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Milk_1_1_M1_7_31_2019_S521_L001	Milk_1_1_M1_7_31_2019_S521_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Milk_1_1_M4R5_4_3_2020_S258_L002	Milk_1_1_M4R5_4_3_2020_S258_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Milk_1_1_M4R7_5_22_2020_S605_L001	Milk_1_1_M4R7_5_22_2020_S605_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Milk_1_2_D0_6_18_19_S405_L001	Milk_1_2_D0_6_18_19_S405_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Milk_1_2_M1_7_31_2019_S522_L001	Milk_1_2_M1_7_31_2019_S522_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Milk_1_2_M4_10_18_2019_S281_L004	Milk_1_2_M4_10_18_2019_S281_L004 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Milk_1_2_M6_12_16_2019_S161_L002	Milk_1_2_M6_12_16_2019_S161_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Milk_1_2_M9_3_19_2020_S494_L001	Milk_1_2_M9_3_19_2020_S494_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Milk_1_3_D0_6_18_19_S406_L001	Milk_1_3_D0_6_18_19_S406_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Milk_1_3_M11_5_21_2020_S45_L003	Milk_1_3_M11_5_21_2020_S45_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Milk_1_3_M1_7_31_2019_S523_L001	Milk_1_3_M1_7_31_2019_S523_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Milk_1_3_M4_10_18_2019_S282_L004	Milk_1_3_M4_10_18_2019_S282_L004 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Milk_1_3_M6_12_16_2019_S162_L002	Milk_1_3_M6_12_16_2019_S162_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Milk_1_3_M9_3_19_2020_S495_L001	Milk_1_3_M9_3_19_2020_S495_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
